scenario_id,asset,attack_type,targeted_property,impact_rating
1389,can_bus,tampering,availability,major
1390,can_bus,tampering,availability,major
1391,gps,tampering,availability,moderate
1392,lidar,tampering,integrity,major
1393,v2x_module,tampering,integrity,major
1394,can_bus,tampering,integrity,moderate
1395,v2x_module,tampering,integrity,major
1396,gps,tampering,integrity,major
1397,v2x_module,tampering,integrity,major
1398,ecu,tampering,integrity,major
1399,gps,tampering,integrity,major
1400,ecu,tampering,integrity,major
1401,v2x_module,tampering,integrity,major
1402,ecu,tampering,integrity,major
1403,gps,tampering,integrity,major
1404,v2x_module,tampering,availability,severe
1405,v2x_module,tampering,integrity,major
1406,ecu,tampering,integrity,major
1407,gps,tampering,availability,severe
1408,can_bus,tampering,availability,major
1409,camera,tampering,integrity,major
1410,ota_module,tampering,integrity,major
1411,can_bus,tampering,integrity,major
1412,can_bus,tampering,integrity,inconsequential
1413,tire_pressure,tampering,integrity,major
1414,gps,tampering,integrity,major
1415,can_bus,tampering,availability,major
1416,camera,tampering,integrity,major
1417,tire_pressure,tampering,integrity,major
1418,ota_module,tampering,integrity,major
1419,lidar,tampering,integrity,major
1420,ota_module,tampering,availability,major
1421,camera,tampering,integrity,major
1422,can_bus,tampering,integrity,major
1423,lidar,tampering,integrity,major
1424,lidar,tampering,integrity,major
1425,gps,tampering,integrity,moderate
1426,tire_pressure,tampering,integrity,major
1427,v2x_module,tampering,integrity,major
1428,ecu,tampering,integrity,major
1429,tire_pressure,tampering,integrity,major
1430,lidar,tampering,integrity,major
1431,lidar,tampering,integrity,major
1432,ota_module,tampering,integrity,major
1433,can_bus,tampering,integrity,major
1434,ecu,tampering,availability,major
1435,v2x_module,tampering,integrity,major
1436,v2x_module,tampering,integrity,major
1437,can_bus,tampering,integrity,major
1438,v2x_module,tampering,integrity,major
1439,ecu,tampering,integrity,major
1440,camera,tampering,integrity,severe
1441,gps,tampering,availability,major
1442,ecu,tampering,availability,major
1443,ecu,tampering,integrity,major
1444,ota_module,tampering,integrity,major
1445,can_bus,tampering,integrity,severe
1446,can_bus,tampering,integrity,major
1447,camera,tampering,confidentiality,major
1448,ecu,tampering,integrity,major
1449,lidar,tampering,integrity,major
1450,lidar,tampering,confidentiality,major
1451,ota_module,tampering,integrity,major
1452,gps,tampering,availability,inconsequential
1453,gps,tampering,integrity,severe
1454,camera,tampering,integrity,major
1455,can_bus,tampering,integrity,major
1456,lidar,tampering,integrity,major
1457,tire_pressure,tampering,integrity,severe
1458,gps,tampering,integrity,major
1459,v2x_module,tampering,integrity,major
1460,can_bus,tampering,integrity,major
1461,lidar,tampering,availability,major
1462,ota_module,tampering,integrity,major
1463,ecu,tampering,integrity,major
1464,ota_module,tampering,integrity,major
1465,lidar,tampering,integrity,major
1466,v2x_module,tampering,confidentiality,major
1467,v2x_module,tampering,integrity,major
1468,can_bus,tampering,integrity,major
1469,can_bus,tampering,integrity,major
1470,lidar,tampering,integrity,major
1471,ota_module,tampering,integrity,major
1472,ecu,tampering,availability,major
1473,camera,tampering,integrity,major
1474,lidar,tampering,integrity,inconsequential
1475,camera,tampering,integrity,major
1476,v2x_module,tampering,integrity,major
1477,lidar,tampering,integrity,major
1478,camera,tampering,integrity,inconsequential
1479,ota_module,tampering,integrity,major
1480,gps,tampering,integrity,major
1481,ecu,tampering,integrity,moderate
1482,v2x_module,tampering,availability,severe
1483,camera,tampering,availability,major
1484,gps,tampering,integrity,major
1485,gps,tampering,confidentiality,major
1486,lidar,tampering,integrity,major
1487,camera,tampering,integrity,major
1488,ota_module,tampering,availability,major
1489,ota_module,tampering,confidentiality,major
1490,camera,tampering,integrity,major
1491,ota_module,tampering,availability,major
1492,lidar,tampering,confidentiality,inconsequential
1493,gps,tampering,confidentiality,major
1494,camera,tampering,integrity,moderate
1495,camera,tampering,integrity,major
1496,v2x_module,tampering,integrity,major
1497,gps,tampering,integrity,major
1498,camera,tampering,integrity,major
1499,can_bus,tampering,integrity,major
1500,camera,tampering,integrity,major
1501,can_bus,tampering,availability,major
1502,tire_pressure,tampering,integrity,moderate
1503,camera,tampering,confidentiality,major
1504,ecu,tampering,integrity,major
1505,lidar,tampering,integrity,major
1506,lidar,tampering,integrity,major
1507,ota_module,tampering,availability,major
1508,camera,tampering,integrity,major
1509,lidar,tampering,integrity,major
1510,tire_pressure,tampering,availability,moderate
1511,tire_pressure,tampering,integrity,major
1512,camera,tampering,integrity,major
1513,ota_module,tampering,integrity,major
1514,can_bus,tampering,integrity,major
1515,lidar,tampering,integrity,major
1516,tire_pressure,tampering,availability,major
1517,ota_module,tampering,integrity,major
1518,can_bus,tampering,integrity,major
1519,tire_pressure,tampering,availability,major
1520,gps,tampering,integrity,major
1521,lidar,tampering,integrity,major
1522,ota_module,tampering,integrity,major
1523,ota_module,tampering,integrity,major
1524,can_bus,tampering,integrity,major
1525,gps,tampering,integrity,major
1526,gps,tampering,integrity,inconsequential
1527,v2x_module,tampering,integrity,major
1528,lidar,tampering,confidentiality,major
1529,tire_pressure,tampering,integrity,severe
1530,v2x_module,tampering,integrity,major
1531,ecu,tampering,integrity,major
1532,can_bus,tampering,integrity,moderate
1533,ecu,tampering,availability,major
1534,v2x_module,tampering,integrity,major
1535,gps,tampering,integrity,major
1536,ota_module,tampering,confidentiality,major
1537,ota_module,tampering,integrity,severe
1538,lidar,tampering,availability,inconsequential
1539,camera,tampering,integrity,major
1540,ota_module,tampering,integrity,inconsequential
1541,can_bus,tampering,availability,moderate
1542,can_bus,tampering,availability,major
1543,lidar,tampering,integrity,major
1544,camera,tampering,integrity,major
1545,gps,tampering,integrity,severe
1546,v2x_module,tampering,availability,major
1547,can_bus,tampering,integrity,major
1548,lidar,tampering,integrity,moderate
1549,can_bus,tampering,integrity,major
1550,tire_pressure,tampering,integrity,major
1551,v2x_module,tampering,integrity,major
1552,gps,tampering,integrity,major
1553,gps,tampering,availability,major
1554,v2x_module,tampering,integrity,major
1555,gps,tampering,availability,major
1556,ecu,tampering,integrity,major
1557,ecu,tampering,integrity,major
1558,gps,tampering,integrity,major
1559,v2x_module,tampering,availability,major
1560,lidar,tampering,integrity,major
1561,tire_pressure,tampering,integrity,inconsequential
1562,camera,tampering,confidentiality,major
1563,ota_module,tampering,confidentiality,moderate
1564,ecu,tampering,integrity,major
1565,ota_module,tampering,integrity,major
1566,tire_pressure,tampering,integrity,major
1567,ota_module,tampering,integrity,major
1568,ota_module,tampering,integrity,major
1569,ota_module,tampering,integrity,major
1570,gps,tampering,integrity,major
1571,gps,tampering,integrity,major
1572,camera,tampering,integrity,major
1573,can_bus,tampering,integrity,major
1574,ecu,tampering,integrity,major
1575,ota_module,tampering,integrity,major
1576,can_bus,tampering,availability,major
1577,camera,tampering,integrity,major
1578,camera,tampering,integrity,major
1579,tire_pressure,tampering,integrity,major
1580,camera,tampering,integrity,major
1581,can_bus,tampering,availability,major
1582,tire_pressure,tampering,integrity,major
1583,lidar,tampering,confidentiality,major
1584,ota_module,tampering,availability,major
1585,tire_pressure,tampering,integrity,major
1586,lidar,tampering,integrity,major
1587,ecu,tampering,integrity,severe
1588,gps,tampering,availability,major
1589,tire_pressure,tampering,integrity,major
1590,tire_pressure,tampering,integrity,major
1591,v2x_module,tampering,integrity,major
1592,ecu,tampering,integrity,major
1593,camera,tampering,availability,major
1594,lidar,tampering,integrity,major
1595,lidar,tampering,integrity,major
1596,ota_module,tampering,integrity,major
1597,can_bus,tampering,integrity,major
1598,ecu,tampering,integrity,major
1599,can_bus,tampering,availability,major
1600,camera,tampering,integrity,major
1601,gps,tampering,integrity,major
1602,ota_module,tampering,integrity,major
1603,gps,tampering,integrity,major
1604,ecu,tampering,availability,major
1605,ota_module,tampering,integrity,major
1606,v2x_module,tampering,integrity,major
1607,ota_module,tampering,integrity,major
1608,lidar,tampering,integrity,major
1609,v2x_module,tampering,integrity,major
1610,lidar,tampering,integrity,inconsequential
1611,v2x_module,tampering,integrity,major
1612,camera,tampering,integrity,major
1613,gps,tampering,integrity,major
1614,v2x_module,tampering,confidentiality,major
1615,ecu,tampering,integrity,major
1616,v2x_module,tampering,integrity,major
1617,ecu,tampering,availability,major
1618,lidar,tampering,integrity,severe
1619,camera,tampering,confidentiality,major
1620,v2x_module,tampering,integrity,major
1621,lidar,tampering,availability,major
1622,lidar,tampering,integrity,major
1623,can_bus,tampering,integrity,major
1624,v2x_module,tampering,integrity,major
1625,tire_pressure,tampering,confidentiality,major
1626,can_bus,tampering,integrity,major
1627,ecu,tampering,integrity,inconsequential
1628,gps,tampering,integrity,inconsequential
1629,tire_pressure,tampering,integrity,major
1630,lidar,tampering,integrity,major
1631,gps,tampering,integrity,major
1632,camera,tampering,availability,major
1633,lidar,tampering,integrity,major
1634,v2x_module,tampering,integrity,major
1635,can_bus,tampering,integrity,major
1636,lidar,tampering,integrity,moderate
1637,can_bus,tampering,integrity,major
1638,gps,tampering,availability,major
1639,lidar,tampering,integrity,major
1640,camera,tampering,integrity,moderate
1641,lidar,tampering,integrity,severe
1642,gps,tampering,integrity,severe
1643,gps,tampering,integrity,major
1644,ecu,tampering,integrity,major
1645,lidar,tampering,integrity,major
1646,can_bus,tampering,confidentiality,major
1647,camera,tampering,integrity,major
1648,ecu,tampering,integrity,major
1649,tire_pressure,tampering,integrity,major
1650,v2x_module,tampering,integrity,major
1651,v2x_module,tampering,integrity,major
1652,gps,tampering,confidentiality,major
1653,ota_module,tampering,availability,major
1654,v2x_module,tampering,integrity,major
1655,camera,tampering,availability,moderate
1656,can_bus,tampering,integrity,major
1657,v2x_module,tampering,integrity,major
1658,ecu,tampering,integrity,major
1659,ota_module,tampering,integrity,major
1660,gps,tampering,confidentiality,major
1661,camera,tampering,availability,moderate
1662,camera,tampering,integrity,severe
1663,gps,tampering,integrity,major
1664,tire_pressure,tampering,confidentiality,major
1665,lidar,tampering,integrity,major
1666,lidar,tampering,integrity,inconsequential
1667,v2x_module,tampering,integrity,major
1668,camera,tampering,integrity,major
1669,ota_module,tampering,confidentiality,major
1670,ota_module,tampering,integrity,major
1671,ecu,tampering,integrity,major
1672,gps,tampering,integrity,major
1673,camera,tampering,availability,major
1674,ota_module,tampering,integrity,major
1675,tire_pressure,tampering,availability,major
1676,can_bus,tampering,integrity,major
1677,gps,tampering,integrity,major
1678,tire_pressure,tampering,integrity,major
1679,can_bus,tampering,availability,major
1680,can_bus,tampering,integrity,major
1681,ota_module,tampering,availability,moderate
1682,camera,tampering,integrity,major
1683,lidar,tampering,integrity,major
1684,ecu,tampering,integrity,major
1685,v2x_module,tampering,integrity,major
1686,ota_module,tampering,integrity,major
1687,camera,tampering,integrity,major
1688,gps,tampering,integrity,major
1689,v2x_module,tampering,integrity,major
1690,can_bus,tampering,integrity,major
1691,can_bus,tampering,integrity,major
1692,v2x_module,tampering,integrity,major
1693,ota_module,tampering,confidentiality,major
1694,tire_pressure,tampering,integrity,major
1695,can_bus,tampering,integrity,major
1696,lidar,tampering,integrity,major
1697,ecu,tampering,integrity,major
1698,ecu,tampering,integrity,major
1699,can_bus,tampering,integrity,major
1700,ecu,tampering,integrity,major
1701,can_bus,tampering,integrity,major
1702,gps,tampering,availability,major
1703,tire_pressure,tampering,integrity,major
1704,camera,tampering,integrity,major
1705,ecu,tampering,integrity,major
1706,gps,tampering,integrity,major
1707,gps,tampering,availability,major
1708,camera,tampering,integrity,major
1709,gps,tampering,availability,major
1710,ota_module,tampering,integrity,major
1711,ota_module,tampering,integrity,major
1712,lidar,tampering,integrity,major
1713,gps,tampering,confidentiality,major
1714,can_bus,tampering,integrity,major
1715,can_bus,tampering,integrity,major
1716,camera,tampering,integrity,major
1717,can_bus,tampering,integrity,major
1718,tire_pressure,tampering,integrity,major
1719,can_bus,tampering,integrity,major
1720,ecu,tampering,integrity,major
1721,tire_pressure,tampering,integrity,major
1722,camera,tampering,integrity,major
1723,camera,tampering,availability,major
1724,tire_pressure,tampering,integrity,severe
1725,tire_pressure,tampering,integrity,major
1726,lidar,tampering,integrity,major
1727,ota_module,tampering,integrity,major
1728,can_bus,tampering,integrity,major
1729,gps,tampering,integrity,major
1730,ota_module,tampering,integrity,moderate
1731,lidar,tampering,integrity,major
1732,tire_pressure,tampering,integrity,major
1733,can_bus,tampering,integrity,inconsequential
1734,camera,tampering,integrity,major
1735,tire_pressure,tampering,integrity,major
1736,camera,tampering,confidentiality,major
1737,gps,tampering,integrity,major
1738,camera,tampering,availability,major
1739,can_bus,tampering,availability,major
1740,gps,tampering,integrity,major
1741,v2x_module,tampering,availability,major
1742,can_bus,tampering,integrity,major
1743,can_bus,tampering,integrity,major
1744,ecu,tampering,integrity,major
1745,gps,tampering,integrity,major
1746,gps,tampering,availability,major
1747,ota_module,tampering,integrity,major
1748,can_bus,tampering,integrity,major
1749,lidar,tampering,integrity,inconsequential
1750,camera,tampering,integrity,major
1751,ecu,tampering,integrity,major
1752,ota_module,tampering,integrity,major
1753,ota_module,tampering,integrity,major
1754,camera,tampering,integrity,severe
1755,lidar,tampering,availability,major
1756,ecu,tampering,integrity,major
1757,gps,tampering,availability,inconsequential
1758,ecu,tampering,integrity,major
1759,ecu,tampering,integrity,major
1760,ecu,tampering,integrity,moderate
1761,ecu,tampering,availability,major
1762,gps,tampering,integrity,major
1763,lidar,tampering,integrity,moderate
1764,v2x_module,tampering,integrity,major
1765,tire_pressure,tampering,availability,moderate
1766,v2x_module,tampering,integrity,major
1767,camera,tampering,integrity,major
1768,v2x_module,tampering,integrity,inconsequential
1769,ecu,tampering,integrity,major
1770,ecu,tampering,integrity,major
1771,lidar,tampering,integrity,major
1772,can_bus,tampering,integrity,major
1773,v2x_module,tampering,integrity,severe
1774,camera,tampering,integrity,major
1775,camera,tampering,integrity,major
1776,v2x_module,tampering,availability,major
1777,v2x_module,tampering,integrity,major
1778,can_bus,tampering,availability,major
1779,ecu,tampering,integrity,major
1780,ota_module,tampering,availability,major
1781,camera,tampering,integrity,major
1782,v2x_module,tampering,availability,major
1783,gps,tampering,integrity,major
1784,ecu,tampering,integrity,major
1785,v2x_module,tampering,availability,major
1786,can_bus,tampering,integrity,major
1787,tire_pressure,tampering,integrity,major
1788,tire_pressure,tampering,availability,major
1789,v2x_module,tampering,integrity,major
1790,ota_module,tampering,integrity,major
1791,gps,tampering,integrity,major
1792,lidar,tampering,integrity,major
1793,ota_module,tampering,integrity,severe
1794,gps,tampering,integrity,severe
1795,lidar,tampering,integrity,major
1796,can_bus,tampering,integrity,major
1797,camera,tampering,integrity,major
1798,gps,tampering,integrity,major
1799,gps,tampering,integrity,major
1800,ota_module,tampering,integrity,major
1801,ecu,repudiation,integrity,minor
1802,camera,repudiation,confidentiality,minor
1803,can_bus,repudiation,integrity,moderate
1804,ota_module,repudiation,integrity,minor
1805,can_bus,repudiation,availability,minor
1806,ota_module,repudiation,confidentiality,minor
1807,can_bus,repudiation,integrity,minor
1808,ecu,repudiation,confidentiality,minor
1809,gps,repudiation,confidentiality,minor
1810,ecu,repudiation,integrity,minor
1811,tire_pressure,repudiation,confidentiality,minor
1812,lidar,repudiation,confidentiality,minor
1813,gps,repudiation,confidentiality,minor
1814,ota_module,repudiation,confidentiality,moderate
1815,tire_pressure,repudiation,integrity,minor
1816,ota_module,repudiation,confidentiality,minor
1817,ecu,repudiation,availability,moderate
1818,camera,repudiation,integrity,minor
1819,camera,repudiation,confidentiality,minor
1820,tire_pressure,repudiation,confidentiality,minor
1821,ota_module,repudiation,integrity,minor
1822,gps,repudiation,integrity,minor
1823,lidar,repudiation,integrity,minor
1824,lidar,repudiation,availability,minor
1825,gps,repudiation,confidentiality,minor
1826,can_bus,repudiation,integrity,minor
1827,camera,repudiation,confidentiality,minor
1828,gps,repudiation,confidentiality,minor
1829,v2x_module,repudiation,integrity,minor
1830,can_bus,repudiation,integrity,minor
1831,tire_pressure,repudiation,availability,minor
1832,camera,repudiation,confidentiality,minor
1833,tire_pressure,repudiation,confidentiality,minor
1834,gps,repudiation,integrity,minor
1835,tire_pressure,repudiation,confidentiality,minor
1836,gps,repudiation,confidentiality,minor
1837,ota_module,repudiation,confidentiality,minor
1838,tire_pressure,repudiation,confidentiality,minor
1839,lidar,repudiation,integrity,minor
1840,camera,repudiation,integrity,minor
1841,lidar,repudiation,integrity,minor
1842,v2x_module,repudiation,availability,inconsequential
1843,can_bus,repudiation,confidentiality,minor
1844,can_bus,repudiation,confidentiality,minor
1845,can_bus,repudiation,confidentiality,minor
1846,ecu,repudiation,confidentiality,minor
1847,can_bus,repudiation,integrity,minor
1848,v2x_module,repudiation,confidentiality,minor
1849,gps,repudiation,integrity,moderate
1850,can_bus,repudiation,integrity,minor
1851,tire_pressure,repudiation,integrity,minor
1852,tire_pressure,repudiation,integrity,minor
1853,can_bus,repudiation,confidentiality,minor
1854,gps,repudiation,confidentiality,minor
1855,camera,repudiation,confidentiality,minor
1856,can_bus,repudiation,availability,minor
1857,v2x_module,repudiation,confidentiality,minor
1858,ota_module,repudiation,confidentiality,minor
1859,lidar,repudiation,availability,minor
1860,ecu,repudiation,confidentiality,minor
1861,ecu,repudiation,availability,minor
1862,ota_module,repudiation,availability,minor
1863,ota_module,repudiation,integrity,minor
1864,lidar,repudiation,confidentiality,minor
1865,gps,repudiation,integrity,minor
1866,gps,repudiation,confidentiality,minor
1867,lidar,repudiation,confidentiality,minor
1868,ota_module,repudiation,confidentiality,minor
1869,gps,repudiation,confidentiality,minor
1870,gps,repudiation,integrity,minor
1871,gps,repudiation,integrity,minor
1872,can_bus,repudiation,confidentiality,minor
1873,can_bus,repudiation,confidentiality,minor
1874,camera,repudiation,confidentiality,minor
1875,lidar,repudiation,confidentiality,minor
1876,can_bus,repudiation,confidentiality,minor
1877,gps,repudiation,confidentiality,minor
1878,v2x_module,repudiation,confidentiality,minor
1879,lidar,repudiation,confidentiality,minor
1880,ecu,repudiation,confidentiality,minor
1881,v2x_module,repudiation,availability,minor
1882,ota_module,repudiation,confidentiality,minor
1883,ecu,repudiation,availability,inconsequential
1884,gps,repudiation,availability,minor
1885,tire_pressure,repudiation,integrity,minor
1886,can_bus,repudiation,confidentiality,minor
1887,ecu,repudiation,integrity,minor
1888,ecu,repudiation,integrity,moderate
1889,camera,repudiation,confidentiality,moderate
1890,tire_pressure,repudiation,integrity,inconsequential
1891,ecu,repudiation,integrity,minor
1892,gps,repudiation,availability,minor
1893,can_bus,repudiation,confidentiality,minor
1894,ecu,repudiation,confidentiality,minor
1895,camera,repudiation,integrity,minor
1896,v2x_module,repudiation,integrity,minor
1897,ota_module,repudiation,confidentiality,minor
1898,v2x_module,repudiation,integrity,minor
1899,lidar,repudiation,integrity,minor
1900,v2x_module,repudiation,confidentiality,minor
1901,v2x_module,repudiation,availability,minor
1902,ota_module,repudiation,confidentiality,inconsequential
1903,tire_pressure,repudiation,confidentiality,minor
1904,ecu,repudiation,confidentiality,minor
1905,lidar,repudiation,confidentiality,minor
1906,gps,repudiation,availability,minor
1907,ecu,repudiation,integrity,minor
1908,ota_module,repudiation,confidentiality,minor
1909,gps,repudiation,confidentiality,inconsequential
1910,v2x_module,repudiation,integrity,minor
1911,ota_module,repudiation,integrity,minor
1912,can_bus,repudiation,integrity,minor
1913,camera,repudiation,integrity,minor
1914,lidar,repudiation,confidentiality,minor
1915,lidar,repudiation,confidentiality,minor
1916,ota_module,repudiation,confidentiality,minor
1917,ecu,repudiation,confidentiality,minor
1918,v2x_module,repudiation,confidentiality,minor
1919,ota_module,repudiation,confidentiality,minor
1920,camera,repudiation,integrity,minor
1921,v2x_module,repudiation,integrity,minor
1922,ota_module,repudiation,confidentiality,minor
1923,tire_pressure,repudiation,confidentiality,minor
1924,v2x_module,repudiation,integrity,minor
1925,lidar,repudiation,confidentiality,minor
1926,tire_pressure,repudiation,confidentiality,minor
1927,lidar,repudiation,integrity,minor
1928,ota_module,repudiation,confidentiality,minor
1929,can_bus,repudiation,confidentiality,minor
1930,lidar,repudiation,integrity,minor
1931,gps,repudiation,integrity,minor
1932,camera,repudiation,confidentiality,inconsequential
1933,camera,repudiation,integrity,minor
1934,ecu,repudiation,confidentiality,minor
1935,ota_module,repudiation,confidentiality,inconsequential
1936,gps,repudiation,availability,moderate
1937,camera,repudiation,confidentiality,minor
1938,lidar,repudiation,integrity,minor
1939,camera,repudiation,integrity,minor
1940,lidar,repudiation,confidentiality,minor
1941,camera,repudiation,integrity,minor
1942,ota_module,repudiation,integrity,minor
1943,v2x_module,repudiation,confidentiality,minor
1944,ota_module,repudiation,availability,minor
1945,v2x_module,repudiation,integrity,minor
1946,tire_pressure,repudiation,integrity,minor
1947,lidar,repudiation,confidentiality,inconsequential
1948,ota_module,repudiation,integrity,minor
1949,ota_module,repudiation,availability,minor
1950,lidar,repudiation,confidentiality,minor
1951,ota_module,repudiation,integrity,minor
1952,lidar,repudiation,confidentiality,minor
1953,camera,repudiation,integrity,inconsequential
1954,lidar,repudiation,availability,minor
1955,gps,repudiation,confidentiality,minor
1956,camera,repudiation,confidentiality,minor
1957,ecu,repudiation,confidentiality,minor
1958,camera,repudiation,integrity,minor
1959,tire_pressure,repudiation,confidentiality,minor
1960,camera,repudiation,confidentiality,minor
1961,ota_module,repudiation,availability,minor
1962,ecu,repudiation,integrity,minor
1963,camera,repudiation,confidentiality,minor
1964,ota_module,repudiation,confidentiality,minor
1965,can_bus,repudiation,confidentiality,minor
1966,tire_pressure,repudiation,integrity,minor
1967,lidar,repudiation,integrity,minor
1968,gps,repudiation,availability,moderate
1969,can_bus,repudiation,confidentiality,minor
1970,can_bus,repudiation,integrity,minor
1971,tire_pressure,repudiation,integrity,minor
1972,gps,repudiation,confidentiality,minor
1973,camera,repudiation,integrity,minor
1974,ecu,repudiation,confidentiality,minor
1975,can_bus,repudiation,integrity,minor
1976,ota_module,repudiation,confidentiality,minor
1977,lidar,repudiation,availability,minor
1978,v2x_module,repudiation,integrity,minor
1979,ota_module,repudiation,integrity,minor
1980,camera,repudiation,confidentiality,minor
1981,gps,repudiation,integrity,minor
1982,ecu,repudiation,availability,minor
1983,tire_pressure,repudiation,confidentiality,minor
1984,can_bus,repudiation,integrity,minor
1985,tire_pressure,repudiation,integrity,minor
1986,ota_module,repudiation,availability,minor
1987,can_bus,repudiation,confidentiality,minor
1988,tire_pressure,repudiation,confidentiality,minor
1989,v2x_module,repudiation,confidentiality,minor
1990,ota_module,repudiation,integrity,minor
1991,camera,repudiation,integrity,minor
1992,gps,repudiation,confidentiality,minor
1993,tire_pressure,repudiation,integrity,minor
1994,v2x_module,repudiation,integrity,minor
1995,can_bus,repudiation,integrity,minor
1996,v2x_module,repudiation,confidentiality,minor
1997,lidar,repudiation,integrity,minor
1998,lidar,repudiation,availability,minor
1999,ota_module,repudiation,availability,minor
2000,gps,repudiation,integrity,inconsequential
2001,tire_pressure,repudiation,confidentiality,minor
2002,v2x_module,repudiation,confidentiality,minor
2003,ota_module,repudiation,availability,minor
2004,gps,repudiation,availability,minor
2005,v2x_module,repudiation,confidentiality,minor
2006,camera,repudiation,confidentiality,minor
2007,gps,repudiation,integrity,minor
2008,camera,repudiation,integrity,minor
2009,tire_pressure,repudiation,confidentiality,minor
2010,camera,repudiation,availability,minor
2011,tire_pressure,repudiation,confidentiality,minor
2012,camera,repudiation,confidentiality,minor
2013,can_bus,repudiation,availability,minor
2014,camera,repudiation,confidentiality,minor
2015,gps,repudiation,integrity,minor
2016,can_bus,repudiation,confidentiality,minor
2017,v2x_module,repudiation,integrity,minor
2018,can_bus,repudiation,confidentiality,minor
2019,v2x_module,repudiation,availability,minor
2020,camera,repudiation,confidentiality,minor
2021,tire_pressure,repudiation,confidentiality,minor
2022,ota_module,repudiation,availability,minor
2023,lidar,repudiation,availability,minor
2024,v2x_module,repudiation,availability,moderate
2025,tire_pressure,repudiation,availability,minor
2026,lidar,repudiation,integrity,minor
2027,camera,repudiation,confidentiality,minor
2028,can_bus,repudiation,confidentiality,minor
2029,can_bus,repudiation,integrity,moderate
2030,tire_pressure,repudiation,availability,minor
2031,camera,repudiation,confidentiality,minor
2032,ota_module,repudiation,confidentiality,minor
2033,tire_pressure,repudiation,confidentiality,inconsequential
2034,gps,repudiation,confidentiality,inconsequential
2035,can_bus,repudiation,confidentiality,minor
2036,can_bus,repudiation,availability,minor
2037,lidar,repudiation,integrity,minor
2038,gps,repudiation,availability,minor
2039,gps,repudiation,confidentiality,minor
2040,lidar,repudiation,integrity,minor
2041,tire_pressure,repudiation,confidentiality,minor
2042,lidar,repudiation,integrity,minor
2043,gps,repudiation,availability,minor
2044,gps,repudiation,confidentiality,minor
2045,lidar,repudiation,confidentiality,minor
2046,camera,repudiation,confidentiality,minor
2047,lidar,repudiation,integrity,minor
2048,ecu,repudiation,confidentiality,minor
2049,lidar,repudiation,confidentiality,minor
2050,ota_module,repudiation,integrity,inconsequential
2051,ecu,repudiation,integrity,minor
2052,ota_module,repudiation,confidentiality,minor
2053,lidar,repudiation,confidentiality,minor
2054,v2x_module,repudiation,integrity,minor
2055,tire_pressure,repudiation,availability,minor
2056,gps,repudiation,confidentiality,inconsequential
2057,can_bus,repudiation,confidentiality,minor
2058,lidar,repudiation,integrity,minor
2059,can_bus,repudiation,confidentiality,minor
2060,ecu,repudiation,integrity,minor
2061,camera,repudiation,confidentiality,minor
2062,can_bus,repudiation,availability,minor
2063,camera,repudiation,availability,minor
2064,v2x_module,repudiation,confidentiality,minor
2065,gps,repudiation,availability,moderate
2066,v2x_module,repudiation,availability,minor
2067,ota_module,repudiation,integrity,minor
2068,ota_module,repudiation,integrity,inconsequential
2069,ota_module,repudiation,confidentiality,minor
2070,tire_pressure,repudiation,availability,inconsequential
2071,lidar,repudiation,confidentiality,minor
2072,ecu,repudiation,confidentiality,minor
2073,gps,repudiation,confidentiality,minor
2074,v2x_module,repudiation,integrity,minor
2075,v2x_module,repudiation,confidentiality,minor
2076,can_bus,repudiation,integrity,minor
2077,can_bus,repudiation,integrity,minor
2078,tire_pressure,repudiation,integrity,minor
2079,v2x_module,repudiation,availability,minor
2080,lidar,repudiation,integrity,minor
2081,can_bus,repudiation,confidentiality,minor
2082,ota_module,repudiation,integrity,inconsequential
2083,tire_pressure,repudiation,confidentiality,inconsequential
2084,ecu,repudiation,integrity,inconsequential
2085,gps,repudiation,availability,minor
2086,ota_module,repudiation,confidentiality,minor
2087,ecu,repudiation,confidentiality,minor
2088,v2x_module,repudiation,confidentiality,minor
2089,camera,repudiation,integrity,minor
2090,v2x_module,repudiation,confidentiality,minor
2091,ecu,repudiation,integrity,minor
2092,tire_pressure,repudiation,confidentiality,inconsequential
2093,v2x_module,repudiation,availability,minor
2094,gps,repudiation,confidentiality,minor
2095,can_bus,repudiation,integrity,minor
2096,ota_module,repudiation,confidentiality,minor
2097,lidar,repudiation,confidentiality,minor
2098,v2x_module,repudiation,confidentiality,inconsequential
2099,gps,repudiation,confidentiality,minor
2100,can_bus,repudiation,integrity,minor
2101,lidar,repudiation,availability,minor
2102,ota_module,repudiation,integrity,minor
2103,ecu,repudiation,integrity,minor
2104,ota_module,repudiation,integrity,minor
2105,ecu,repudiation,integrity,minor
2106,ecu,repudiation,availability,minor
2107,lidar,repudiation,integrity,minor
2108,tire_pressure,repudiation,confidentiality,minor
2109,ecu,repudiation,integrity,moderate
2110,lidar,repudiation,confidentiality,minor
2111,camera,repudiation,integrity,minor
2112,tire_pressure,repudiation,availability,minor
2113,gps,repudiation,confidentiality,minor
2114,ecu,repudiation,confidentiality,minor
2115,v2x_module,repudiation,integrity,minor
2116,v2x_module,repudiation,confidentiality,minor
2117,can_bus,repudiation,confidentiality,inconsequential
2118,ota_module,repudiation,integrity,minor
2119,camera,repudiation,confidentiality,minor
2120,gps,repudiation,availability,minor
2121,camera,repudiation,confidentiality,minor
2122,v2x_module,repudiation,confidentiality,minor
